timestamp,volume,negative_rate,stance_against_rate,stance_favor_rate,stance_neutral_rate,delta_volume,delta_negative_rate,delta_against_rate,delta_volume_rate,sentiment_avg_score,stance_against_mean,stance_favor_mean,stance_neutral_mean,is_controversy,topic
2022-12-01 23:00:00+09:00,14,0.0714285714285714,0.1428571428571428,0.0,0.8571428571428571,6.0,-0.0535714285714286,-0.1071428571428571,0.75,0.5353222676453048,0.296645565,0.2503264092857143,0.4530280235714286,0,三苫
2022-12-02 21:00:00+09:00,11,0.2727272727272727,0.1818181818181818,0.0,0.8181818181818182,-3.0,0.2012987012987013,0.0389610389610389,-0.2142857142857142,0.2055286396167834,0.3141635045454545,0.2416193590909091,0.44421714,0,三苫
2022-12-02 22:00:00+09:00,66,0.1212121212121212,0.1666666666666666,0.0606060606060606,0.7727272727272727,55.0,-0.1515151515151515,-0.0151515151515151,5.0,0.4360605003541533,0.3061174819696969,0.2456123689393939,0.4482701521212121,0,三苫
2022-12-02 23:00:00+09:00,39,0.1025641025641025,0.282051282051282,0.0256410256410256,0.6923076923076923,-27.0,-0.0186480186480186,0.1153846153846153,-0.4090909090909091,0.3936520133268996,0.3190600053846154,0.2500640187179487,0.4308759733333333,0,三苫
2022-12-03 11:00:00+09:00,1,0.0,1.0,0.0,0.0,-38.0,-0.1025641025641025,0.717948717948718,-0.9743589743589745,-0.139390092343092,0.43956488,0.19920014,0.36123496,0,三苫
2022-12-03 12:00:00+09:00,4,0.25,0.25,0.0,0.75,3.0,0.25,-0.75,3.0,0.4058879773947411,0.33361215,0.2501419975,0.4162458475,0,三苫
2022-12-03 13:00:00+09:00,6,0.0,0.5,0.0,0.5,2.0,-0.25,0.25,0.5,0.4692022467497736,0.3325739733333333,0.2881348733333333,0.3792911483333334,0,三苫
2022-12-03 14:00:00+09:00,8,0.0,0.25,0.0,0.75,2.0,0.0,-0.25,0.3333333333333333,0.5995857475791126,0.28278921625,0.237671165,0.4795396225,0,三苫
2022-12-03 15:00:00+09:00,2,0.0,0.0,0.0,1.0,-6.0,0.0,-0.25,-0.75,0.8939041834091769,0.298235125,0.2482561449999999,0.45350866,0,三苫
2022-12-03 16:00:00+09:00,4,0.0,0.25,0.0,0.75,2.0,0.0,0.25,1.0,0.4095191569067538,0.344026765,0.2363514424999999,0.4196217875,0,三苫
2022-12-03 17:00:00+09:00,8,0.0,0.25,0.0,0.75,4.0,0.0,0.0,1.0,0.4203444427112118,0.323951695,0.276707065,0.3993412625,0,三苫
2022-12-03 18:00:00+09:00,10,0.1,0.1,0.0,0.9,2.0,0.1,-0.15,0.25,0.381520569534041,0.30828035,0.225439433,0.466280216,0,三苫
2022-12-03 19:00:00+09:00,11,0.0909090909090909,0.3636363636363636,0.2727272727272727,0.3636363636363636,1.0,-0.0090909090909091,0.2636363636363636,0.1,0.4955643236065623,0.3379950718181818,0.2869479718181819,0.37505695,0,三苫
2022-12-03 20:00:00+09:00,10,0.1,0.3,0.0,0.7,-1.0,0.0090909090909091,-0.0636363636363636,-0.0909090909090909,0.6360199693823234,0.299386257,0.219694546,0.4809191969999999,0,三苫
2022-12-03 21:00:00+09:00,9,0.0,0.3333333333333333,0.0,0.6666666666666666,-1.0,-0.1,0.0333333333333333,-0.1,0.6931937901406653,0.3288223333333333,0.2492524133333333,0.4219252755555555,0,三苫
2022-12-03 22:00:00+09:00,10,0.1,0.1,0.1,0.8,1.0,0.1,-0.2333333333333333,0.1111111111111111,0.2909692507004365,0.32034159,0.289919549,0.3897388639999999,0,三苫
2022-12-03 23:00:00+09:00,4,0.25,0.0,0.25,0.75,-6.0,0.15,-0.1,-0.6,0.0835320159094408,0.32616679,0.2964525575,0.3773806575,0,三苫
2022-12-04 08:00:00+09:00,1,0.0,0.0,0.0,1.0,-3.0,-0.25,0.0,-0.75,0.4935530368238688,0.19132757,0.2736612,0.5350113,0,三苫
2022-12-04 11:00:00+09:00,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0867488831281662,0.3052077,0.15562747,0.5391648,0,三苫
2022-12-04 12:00:00+09:00,4,0.0,0.5,0.0,0.5,3.0,0.0,0.5,3.0,0.3009890945395455,0.374883545,0.2275373825,0.3975790875,0,三苫
2022-12-04 13:00:00+09:00,3,0.0,0.0,0.3333333333333333,0.6666666666666666,-1.0,0.0,-0.5,-0.25,0.8010889956882845,0.33730223,0.2941255499999999,0.3685722266666666,0,三苫
2022-12-04 14:00:00+09:00,2,0.0,0.0,0.5,0.5,-1.0,0.0,0.0,-0.3333333333333333,0.2155733271501958,0.35310367,0.29522145,0.351674855,0,三苫
2022-12-04 15:00:00+09:00,4,0.0,0.5,0.0,0.5,2.0,0.0,0.5,1.0,0.5142494282335973,0.3093028775,0.2412594075,0.4494377325,0,三苫
2022-12-04 16:00:00+09:00,4,0.0,0.25,0.25,0.5,0.0,0.0,-0.25,0.0,0.2648502469528467,0.326475745,0.241085205,0.4324390675,0,三苫
2022-12-04 17:00:00+09:00,1,0.0,1.0,0.0,0.0,-3.0,0.0,0.75,-0.75,0.9892912408104166,0.37332413,0.3111395,0.31553632,0,三苫
2022-12-04 18:00:00+09:00,2,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.3085991211701184,0.301500945,0.248677585,0.449821505,0,三苫
2022-12-04 19:00:00+09:00,3,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,1.0,0.3333333333333333,0.3333333333333333,0.5,-0.2008842037369808,0.3813707733333333,0.2620571333333333,0.3565720466666666,0,三苫
2022-12-04 20:00:00+09:00,3,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,-0.3333333333333333,0.0,0.0,0.3775764587335289,0.3517526666666666,0.2948377666666666,0.3534095666666667,0,三苫
2022-12-04 21:00:00+09:00,3,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.3825086063394944,0.3519265266666667,0.2409961066666666,0.4070773333333333,0,三苫
2022-12-04 22:00:00+09:00,5,0.0,0.2,0.0,0.8,2.0,0.0,-0.1333333333333333,0.6666666666666666,0.1734750509262084,0.3294744899999999,0.275958154,0.394567328,0,三苫
2022-12-04 23:00:00+09:00,5,0.0,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.6398828328121454,0.318847036,0.206471974,0.474681014,0,三苫
2023-01-29 23:00:00+09:00,130,0.6307692307692307,0.1940298507462686,0.0149253731343283,0.7910447761194029,0.0,0.0,0.0,0.0,-0.4582388721773081,0.3092704179104478,0.2530193467910447,0.4377102438059701,1,寿司ペロ
2023-01-30 23:00:00+09:00,101,0.4752475247524752,0.125,0.0096153846153846,0.8653846153846154,-29.0,-0.1555217060167555,-0.0690298507462686,-0.2230769230769231,-0.2766323908228795,0.2924602389423076,0.2542218026923076,0.4533179563461539,1,寿司ペロ
2023-01-31 23:00:00+09:00,115,0.3826086956521739,0.1551724137931034,0.0172413793103448,0.8275862068965517,14.0,-0.0926388291003013,0.0301724137931034,0.1386138613861386,-0.1376144803718237,0.3044166068103447,0.2576256244827586,0.4379577674137931,1,寿司ペロ
2023-02-01 23:00:00+09:00,118,0.4322033898305085,0.1176470588235294,0.0504201680672268,0.8319327731092437,3.0,0.0495946941783345,-0.037525354969574,0.0260869565217391,-0.1555317635682192,0.3027982767226891,0.2538332537815126,0.4433684710084034,1,寿司ペロ
2023-02-02 23:00:00+09:00,108,0.287037037037037,0.1964285714285714,0.0089285714285714,0.7946428571428571,-10.0,-0.1451663527934715,0.078781512605042,-0.0847457627118644,0.0397526948010116,0.3038370065178571,0.2583090766071428,0.43785391625,1,寿司ペロ
2023-02-03 23:00:00+09:00,101,0.2376237623762376,0.2178217821782178,0.0594059405940594,0.7227722772277227,-7.0,-0.0494132746607993,0.0213932107496463,-0.0648148148148148,0.059109650576478,0.3007007671287129,0.2708040399999999,0.4284951985148516,1,寿司ペロ
2023-02-04 23:00:00+09:00,104,0.3557692307692308,0.173076923076923,0.0576923076923076,0.7692307692307693,3.0,0.1181454683929931,-0.0447448591012947,0.0297029702970297,-0.0961613207215962,0.2979426202884615,0.2638047647115384,0.4382526095192307,1,寿司ペロ
2023-12-24 23:00:00+09:00,110,0.1363636363636363,0.1441441441441441,0.1351351351351351,0.7207207207207207,0.0,0.0,0.0,0.0,0.3323973642299287,0.2957109389189189,0.3001271755855855,0.4041618852252251,0,松本人志
2023-12-25 00:00:00+09:00,80,0.1375,0.1234567901234567,0.1111111111111111,0.7654320987654321,-30.0,0.0011363636363637,-0.0206873540206873,-0.2727272727272727,0.3496759020131266,0.2855850565432098,0.2973297301234567,0.4170852120987654,0,松本人志
2023-12-25 01:00:00+09:00,44,0.2045454545454545,0.1363636363636363,0.1818181818181818,0.6818181818181818,-36.0,0.0670454545454544,0.0129068462401795,-0.45,0.2229942700465802,0.2953745156818182,0.3027392122727273,0.4018862854545453,0,松本人志
2023-12-25 02:00:00+09:00,34,0.2352941176470588,0.2,0.0285714285714285,0.7714285714285715,-10.0,0.0307486631016042,0.0636363636363636,-0.2272727272727272,0.2614531760469878,0.2929887614285714,0.3017048702857142,0.4053063642857142,0,松本人志
2023-12-25 03:00:00+09:00,13,0.2307692307692307,0.2857142857142857,0.0,0.7142857142857143,-21.0,-0.004524886877828,0.0857142857142856,-0.6176470588235294,-0.0373601032354469,0.3083037821428572,0.2908900192857143,0.4008062150000001,0,松本人志
2023-12-25 04:00:00+09:00,11,0.0909090909090909,0.2727272727272727,0.1818181818181818,0.5454545454545454,-2.0,-0.1398601398601398,-0.0129870129870129,-0.1538461538461538,0.2655074773779647,0.3249524809090909,0.3047148572727272,0.3703326709090909,0,松本人志
2023-12-25 05:00:00+09:00,8,0.125,0.25,0.25,0.5,-3.0,0.0340909090909091,-0.0227272727272727,-0.2727272727272727,0.0756178723531775,0.33384162,0.2991894699999999,0.36696892125,0,松本人志
2023-12-25 06:00:00+09:00,12,0.25,0.1666666666666666,0.3333333333333333,0.5,4.0,0.125,-0.0833333333333333,0.5,0.0521824826331188,0.3149034208333333,0.3192518458333334,0.3658447075,0,松本人志
2023-12-25 07:00:00+09:00,24,0.3333333333333333,0.2083333333333333,0.1666666666666666,0.625,12.0,0.0833333333333333,0.0416666666666666,1.0,0.0603579152351206,0.3084515370833333,0.2907603995833333,0.4007880570833333,0,松本人志
2023-12-25 08:00:00+09:00,34,0.1470588235294117,0.1142857142857142,0.2571428571428571,0.6285714285714286,10.0,-0.1862745098039216,-0.094047619047619,0.4166666666666667,0.3412045754026622,0.2990951677142858,0.3217330231428571,0.3791718097142857,0,松本人志
2023-12-25 11:00:00+09:00,26,0.2692307692307692,0.2307692307692307,0.2307692307692307,0.5384615384615384,-8.0,0.1221719457013575,0.1164835164835165,-0.2352941176470588,0.0063020258138959,0.3235650342307692,0.3070361930769231,0.3693987657692308,0,松本人志
2023-12-25 12:00:00+09:00,32,0.1875,0.21875,0.125,0.65625,6.0,-0.0817307692307692,-0.0120192307692307,0.2307692307692307,0.3218359511483868,0.2993327409375,0.297825765,0.40284148625,0,松本人志
2023-12-25 13:00:00+09:00,23,0.0,0.4347826086956521,0.0869565217391304,0.4782608695652174,-9.0,-0.1875,0.2160326086956521,-0.28125,0.2693091583509079,0.3238997830434783,0.2935427760869565,0.3825574421739129,0,松本人志
2023-12-25 14:00:00+09:00,23,0.1739130434782608,0.217391304347826,0.217391304347826,0.5652173913043478,0.0,0.1739130434782608,-0.217391304347826,0.0,0.1913513790249177,0.3092759008695652,0.3184447491304347,0.37227934,0,松本人志
2023-12-25 15:00:00+09:00,16,0.1875,0.1764705882352941,0.2352941176470588,0.5882352941176471,-7.0,0.0135869565217391,-0.0409207161125319,-0.3043478260869565,0.1824785466785268,0.3239002170588235,0.3061067970588235,0.36999297,0,松本人志
2023-12-25 16:00:00+09:00,20,0.1,0.2,0.0,0.8,4.0,-0.0875,0.0235294117647058,0.25,0.3217015254078433,0.303609905,0.282633002,0.4137571005,0,松本人志
2023-12-25 17:00:00+09:00,20,0.1,0.25,0.15,0.6,0.0,0.0,0.0499999999999999,0.0,0.2975344280712306,0.2951213175,0.3157284809999999,0.3891502145,0,松本人志
2023-12-25 18:00:00+09:00,31,0.1290322580645161,0.3548387096774194,0.1290322580645161,0.5161290322580645,11.0,0.029032258064516,0.1048387096774193,0.55,0.2221754364098512,0.3197244474193549,0.2954410525806452,0.3848345006451613,0,松本人志
2023-12-25 19:00:00+09:00,32,0.09375,0.21875,0.125,0.65625,1.0,-0.0352822580645161,-0.1360887096774193,0.032258064516129,0.1813526590121909,0.3035407825,0.291936345625,0.4045228684374999,0,松本人志
2023-12-25 20:00:00+09:00,52,0.0576923076923076,0.1296296296296296,0.074074074074074,0.7962962962962963,20.0,-0.0360576923076924,-0.0891203703703703,0.625,0.3937569178869362,0.2982138559259259,0.2789714509259259,0.4228146874074073,0,松本人志
2023-12-25 21:00:00+09:00,43,0.1395348837209302,0.1627906976744186,0.1162790697674418,0.7209302325581395,-9.0,0.0818425760286226,0.0331610680447889,-0.173076923076923,0.2770038649445226,0.3080607695348837,0.2751745297674419,0.4167647046511628,0,松本人志
2023-12-25 22:00:00+09:00,25,0.08,0.28,0.12,0.6,-18.0,-0.0595348837209302,0.1172093023255814,-0.4186046511627907,0.4392688284581527,0.3047599668,0.3065778044,0.388662232,0,松本人志
2023-12-25 23:00:00+09:00,27,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.6666666666666666,2.0,0.0311111111111111,-0.1688888888888889,0.08,0.3422778526588378,0.2923555533333333,0.3121585662962963,0.3954858737037036,0,松本人志
2023-12-26 00:00:00+09:00,19,0.2631578947368421,0.1578947368421052,0.1052631578947368,0.7368421052631579,-8.0,0.1520467836257309,0.0467836257309941,-0.2962962962962963,0.0196409341511561,0.2873045863157895,0.2920152352631578,0.4206801852631578,0,松本人志
2023-12-26 01:00:00+09:00,16,0.125,0.0625,0.0625,0.875,-3.0,-0.1381578947368421,-0.0953947368421052,-0.1578947368421052,0.1140720259645604,0.282719028125,0.273367665,0.443913316875,0,松本人志
2023-12-26 02:00:00+09:00,7,0.2857142857142857,0.2857142857142857,0.0,0.7142857142857143,-9.0,0.1607142857142857,0.2232142857142857,-0.5625,-0.2848460469394921,0.28840993,0.2731633328571429,0.4384267328571428,0,松本人志
2023-12-26 03:00:00+09:00,8,0.0,0.1111111111111111,0.1111111111111111,0.7777777777777778,1.0,-0.2857142857142857,-0.1746031746031746,0.1428571428571428,0.4470430803743916,0.2713760188888889,0.2992160088888889,0.4294079688888889,0,松本人志
2023-12-26 04:00:00+09:00,5,0.2,0.0,0.2,0.8,-3.0,0.2,-0.1111111111111111,-0.375,0.0584520967910066,0.250089744,0.27073862,0.4791716219999999,0,松本人志
2023-12-26 05:00:00+09:00,1,1.0,0.0,0.0,1.0,-4.0,0.8,0.0,-0.8,-0.8206876758486034,0.2515129,0.1961692,0.5523179,0,松本人志
2023-12-26 06:00:00+09:00,4,0.0,0.25,0.0,0.75,3.0,-1.0,0.25,3.0,0.532377407187596,0.31074541,0.2955300125,0.3937245725,0,松本人志
2023-12-26 07:00:00+09:00,14,0.2142857142857142,0.0,0.1333333333333333,0.8666666666666667,10.0,0.2142857142857142,-0.25,2.5,0.1992131257041668,0.2918689713333334,0.3007228413333333,0.4074081826666667,0,松本人志
2023-12-26 08:00:00+09:00,9,0.0,0.2,0.2,0.6,-5.0,-0.2142857142857142,0.2,-0.3571428571428571,0.4272228360641749,0.325180651,0.295900867,0.378918488,0,松本人志
2023-12-27 07:00:00+09:00,187,0.2941176470588235,0.1979166666666666,0.0677083333333333,0.734375,178.0,0.2941176470588235,-0.0020833333333333,19.77777777777778,-0.160654829320265,0.3089316086458333,0.2785252521354167,0.412543139375,0,松本人志
2023-12-27 08:00:00+09:00,301,0.3089700996677741,0.2418300653594771,0.0555555555555555,0.7026143790849673,114.0,0.0148524526089506,0.0439133986928104,0.6096256684491979,-0.1246150539901862,0.3099402381699346,0.2744714932352941,0.4155882682352941,0,松本人志
2023-12-28 07:00:00+09:00,247,0.3360323886639676,0.2047244094488189,0.0590551181102362,0.7362204724409449,-54.0,0.0270622889961935,-0.0371056559106582,-0.1794019933554817,-0.222023646237226,0.304324774527559,0.2719300454724409,0.4237451837007874,1,松本人志
2023-12-28 08:00:00+09:00,396,0.351010101010101,0.1779448621553884,0.0676691729323308,0.7543859649122807,149.0,0.0149777123461333,-0.0267795472934304,0.6032388663967612,-0.2135019130668694,0.3044084211278195,0.2734289821052632,0.4221625960902255,1,松本人志
2023-12-29 07:00:00+09:00,252,0.3373015873015873,0.2125984251968504,0.0393700787401574,0.7480314960629921,-144.0,-0.0137085137085136,0.0346535630414619,-0.3636363636363636,-0.1619942381008213,0.3093458748818897,0.2693702529527558,0.4212838715354331,1,松本人志
2023-12-29 08:00:00+09:00,416,0.34375,0.2203791469194312,0.0402843601895734,0.7393364928909952,164.0,0.0064484126984126,0.0077807217225808,0.6507936507936508,-0.1665447004243149,0.3064388975118483,0.2703892068483412,0.4231718966587677,1,松本人志
2023-12-30 07:00:00+09:00,155,0.4,0.1069182389937107,0.0628930817610062,0.8301886792452831,-261.0,0.05625,-0.1134609079257205,-0.6274038461538461,-0.2265543435508408,0.293395213836478,0.2676930293081761,0.4389117572327044,1,松本人志
2023-12-30 08:00:00+09:00,362,0.287292817679558,0.1557377049180328,0.0765027322404371,0.76775956284153,207.0,-0.112707182320442,0.0488194659243221,1.335483870967742,-0.1589338987015437,0.3023417754644809,0.2730131315300546,0.4246450908469946,1,松本人志
2023-12-31 07:00:00+09:00,92,0.2826086956521739,0.2258064516129032,0.021505376344086,0.7526881720430108,-270.0,-0.0046841220273841,0.0700687466948704,-0.7458563535911602,-0.147682182961494,0.3026785147311828,0.2709516588172043,0.4263698309677418,1,松本人志
2023-12-31 08:00:00+09:00,223,0.3139013452914798,0.1814159292035398,0.0619469026548672,0.7566371681415929,131.0,0.0312926496393058,-0.0443905224093633,1.423913043478261,-0.1764276125143793,0.3036849074336283,0.2767970340265486,0.4195180621238938,1,松本人志
