timestamp,volume,negative_rate,stance_against_rate,stance_favor_rate,stance_neutral_rate,delta_volume,delta_negative_rate,delta_against_rate,delta_volume_rate,sentiment_avg_score,stance_against_mean,stance_favor_mean,stance_neutral_mean
2021-11-13 09:00:00+09:00,11,0.0909090909090909,0.2727272727272727,0.09090909090909091,0.6363636363636364,0.0,0.0,0.0,0.0,0.6749385608656502,0.3169843472727273,0.2700535481818182,0.41296209272727274
2021-11-13 10:00:00+09:00,2,0.0,0.0,0.0,1.0,-9.0,-0.0909090909090909,-0.2727272727272727,-0.8181818181818182,0.7142066860105842,0.30102326,0.30433229,0.39464441
2021-11-13 11:00:00+09:00,4,0.0,0.0,0.25,0.75,2.0,0.0,0.0,1.0,0.9606132890912704,0.284492695,0.3122398475,0.403267465
2021-11-13 12:00:00+09:00,1,0.0,1.0,0.0,0.0,-3.0,0.0,1.0,-0.75,0.8425557725131513,0.37154576,0.33463183,0.29382238
2021-11-13 13:00:00+09:00,2,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.9013691912405192,0.25486641,0.21364708,0.531486475
2021-11-13 14:00:00+09:00,1,0.0,1.0,0.0,0.0,-1.0,0.0,1.0,-0.5,0.9211990060284736,0.35749134,0.3217328,0.32077587
2021-11-13 15:00:00+09:00,1,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.9165307180956008,0.3534262,0.28339973,0.36317408
2021-11-13 16:00:00+09:00,3,0.0,0.3333333333333333,0.0,0.6666666666666666,2.0,0.0,0.3333333333333333,2.0,0.7261144096652666,0.3524170633333334,0.2929392933333333,0.35464362
2021-11-13 17:00:00+09:00,2,0.0,0.0,1.0,0.0,-1.0,0.0,-0.3333333333333333,-0.3333333333333333,0.5609016520902516,0.35160406,0.37270452,0.27569142
2021-11-13 18:00:00+09:00,6,0.0,0.5,0.16666666666666666,0.3333333333333333,4.0,0.0,0.5,2.0,0.5559178486776849,0.34385443,0.2985442916666667,0.357601275
2021-11-13 19:00:00+09:00,4,0.0,0.0,0.5,0.5,-2.0,0.0,-0.5,-0.3333333333333333,0.5990342710283585,0.3472637625,0.33833359,0.31440263500000004
2021-11-13 20:00:00+09:00,5,0.0,0.2,0.0,0.8,1.0,0.0,0.2,0.25,0.6325823382474483,0.31486973799999995,0.289442284,0.395687982
2021-11-13 21:00:00+09:00,3,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,-2.0,0.3333333333333333,0.4666666666666666,-0.4,0.0224331064770619,0.38639548333333334,0.32916652,0.28443799333333336
2021-11-13 22:00:00+09:00,2,0.0,0.5,0.0,0.5,-1.0,-0.3333333333333333,-0.16666666666666663,-0.3333333333333333,0.9423225776990876,0.31712334,0.270728855,0.412147775
2021-11-13 23:00:00+09:00,2,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.6527403515065089,0.39506206,0.33241871,0.272519245
2021-11-14 00:00:00+09:00,3,0.0,0.3333333333333333,0.0,0.6666666666666666,1.0,0.0,-0.6666666666666667,0.5,0.4173023470987876,0.34215457,0.25872968,0.39911572
2021-11-14 01:00:00+09:00,1,0.0,0.0,0.0,1.0,-2.0,0.0,-0.3333333333333333,-0.6666666666666666,0.0434438847005368,0.26082075,0.32660985,0.41256946
2021-11-14 02:00:00+09:00,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9344124025665224,0.24466377,0.20705226,0.548284
2021-11-14 05:00:00+09:00,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8667079489678146,0.22499913,0.18372694,0.5912739
2021-11-14 06:00:00+09:00,2,0.5,0.0,0.0,1.0,1.0,0.5,0.0,1.0,-0.257298344746232,0.288195305,0.20621051,0.50559415
2021-11-14 08:00:00+09:00,2,0.0,0.5,0.0,0.5,0.0,-0.5,0.5,0.0,0.3771696202456951,0.362871495,0.27631233,0.36081616
2021-11-14 09:00:00+09:00,8,0.125,0.625,0.125,0.25,6.0,0.125,0.125,3.0,0.3799581640341785,0.36981412375,0.27953777,0.3506481175
2021-11-14 10:00:00+09:00,3,0.0,0.6666666666666666,0.0,0.3333333333333333,-5.0,-0.125,0.04166666666666663,-0.625,0.50434301327914,0.3318497266666667,0.28047643333333333,0.3876738566666667
2021-11-14 11:00:00+09:00,5,0.0,0.6,0.0,0.4,2.0,0.0,-0.06666666666666665,0.6666666666666666,0.4342272292356938,0.347425502,0.293496706,0.359077788
2021-11-14 12:00:00+09:00,2,0.0,0.5,0.0,0.5,-3.0,0.0,-0.09999999999999998,-0.6,0.2190318396314978,0.3630947,0.278983775,0.357921555
2021-11-14 13:00:00+09:00,1,0.0,1.0,0.0,0.0,-1.0,0.0,0.5,-0.5,0.6218329258263111,0.3810905,0.37567285,0.24323668
2021-11-14 15:00:00+09:00,2,0.0,0.0,0.0,1.0,1.0,0.0,-1.0,1.0,0.4937850105343386,0.32179025,0.254496745,0.423713015
2021-11-14 16:00:00+09:00,3,0.3333333333333333,0.0,0.0,1.0,1.0,0.3333333333333333,0.0,0.5,0.1380679906966786,0.34748914,0.2581759066666667,0.39433494
2021-11-14 17:00:00+09:00,1,0.0,0.0,0.0,1.0,-2.0,-0.3333333333333333,0.0,-0.6666666666666666,0.6862513590604068,0.2731396,0.3230596,0.40380085
2021-11-14 18:00:00+09:00,4,0.25,0.5,0.0,0.5,3.0,0.25,0.5,3.0,0.2565578402718529,0.325512115,0.3163412475,0.3581466125
