timestamp,volume,negative_rate,stance_against_rate,stance_favor_rate,stance_neutral_rate,delta_volume,delta_negative_rate,delta_against_rate,delta_volume_rate,sentiment_avg_score,stance_against_mean,stance_favor_mean,stance_neutral_mean,is_controversy,topic,flame_score,against_count,sentiment_polarity
2023-03-19 01:00:00+09:00,93,0.1075268817204301,0.34,0.15,0.51,0.0,0.0,0.0,0.0,0.3434540023450972,0.3298569695,0.2992199792,0.3709230428,0,WBC,9.999999999999998,31.62,0.19000000000000003
2023-03-19 02:00:00+09:00,23,0.1304347826086956,0.5,0.0416666666666666,0.4583333333333333,-70.0,0.0229079008882654,0.1599999999999999,-0.7526881720430108,0.2793259966856568,0.33523756625,0.2806074087499999,0.3841550308333333,0,WBC,2.9999999999999987,11.5,0.45833333333333337
2023-03-19 03:00:00+09:00,56,0.0714285714285714,0.5178571428571429,0.2142857142857142,0.2678571428571428,33.0,-0.0590062111801241,0.0178571428571429,1.434782608695652,0.3256953146441707,0.3562149332142857,0.3150676439285714,0.3287174219642857,0,WBC,3.9999999999999982,29.000000000000004,0.3035714285714287
2023-03-19 04:00:00+09:00,3,0.3333333333333333,0.3333333333333333,0.0,0.6666666666666666,-53.0,0.2619047619047619,-0.1845238095238096,-0.9464285714285714,0.131532077716353,0.3192987066666666,0.2579089033333333,0.4227923633333333,0,WBC,1.0,1.0,0.3333333333333333
2023-03-19 05:00:00+09:00,70,0.0857142857142857,0.3333333333333333,0.1527777777777778,0.5138888888888888,67.0,-0.2476190476190476,0.0,22.33333333333333,0.3199702989934141,0.3240124981944444,0.2933300740277778,0.3826574261111111,0,WBC,5.999999999999999,23.333333333333332,0.18055555555555552
2023-03-19 07:00:00+09:00,84,0.119047619047619,0.4712643678160919,0.1264367816091954,0.4022988505747126,14.0,0.0333333333333333,0.1379310344827586,0.2,0.2497146120067451,0.332974545862069,0.3021123424137931,0.3649131081609195,0,WBC,9.999999999999996,39.586206896551715,0.34482758620689646
2023-03-19 09:00:00+09:00,93,0.075268817204301,0.3936170212765957,0.1382978723404255,0.4680851063829787,9.0,-0.043778801843318,-0.0776473465394961,0.1071428571428571,0.4392696245383977,0.3351961182978724,0.2925036682978724,0.3723002075531914,0,WBC,6.999999999999993,36.6063829787234,0.2553191489361702
2023-03-19 13:00:00+09:00,96,0.0625,0.3265306122448979,0.1428571428571428,0.5306122448979592,3.0,-0.0127688172043009,-0.0670864090316978,0.032258064516129,0.3349787370160422,0.3239809897959184,0.2861834940816326,0.3898355127551021,0,WBC,6.0,31.346938775510196,0.18367346938775508
2023-03-19 15:00:00+09:00,77,0.0649350649350649,0.3580246913580246,0.1111111111111111,0.5308641975308642,-19.0,0.0024350649350649,0.0314940791131267,-0.1979166666666666,0.4419554727882101,0.3333599992592592,0.2768145446913581,0.3898254585185185,0,WBC,4.999999999999997,27.567901234567895,0.2469135802469135
2023-03-19 17:00:00+09:00,89,0.1123595505617977,0.2777777777777778,0.1,0.6222222222222222,12.0,0.0474244856267327,-0.0802469135802468,0.1558441558441558,0.2752814531869566,0.3081007804444444,0.2821914978888888,0.409707716111111,0,WBC,9.999999999999995,24.722222222222225,0.17777777777777778
