timestamp,volume,negative_rate,stance_against_rate,stance_favor_rate,stance_neutral_rate,delta_volume,delta_negative_rate,delta_against_rate,delta_volume_rate,sentiment_avg_score,stance_against_mean,stance_favor_mean,stance_neutral_mean,avg_engagement,total_engagement,max_engagement,engagement_rate,delta_engagement,delta_engagement_rate,avg_like_count,avg_retweet_count,avg_reply_count,is_controversy
2025-09-09 09:00:00+09:00,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1191278044134379,0.3925968,0.31194678,0.29545644,,0.0,,0.0,0.0,0.0,,,,0
2025-09-10 05:00:00+09:00,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9346183050656692,0.39169484,0.25293368,0.35537148,482.0,482.0,439.0,482.0,482.0,0.0,439.0,37.0,6.0,0
2025-09-11 08:00:00+09:00,1,0.0,0.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.5391108840703965,0.26128945,0.38175154,0.35695907,258.0,258.0,241.0,258.0,-224.0,-0.4647302904564315,241.0,16.0,1.0,0
2025-09-11 16:00:00+09:00,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3246036851778626,0.29493374,0.29226795,0.4127983,266.0,266.0,232.0,266.0,8.0,0.0310077519379844,232.0,34.0,0.0,0
2025-09-12 05:00:00+09:00,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9500093393726272,0.34488645,0.3107066,0.3444069,517.0,517.0,478.0,517.0,251.0,0.943609022556391,478.0,36.0,3.0,0
2025-09-12 16:00:00+09:00,1,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0148953124880791,0.2607002,0.3618078,0.377492,283.0,283.0,240.0,283.0,-234.0,-0.4526112185686654,240.0,33.0,10.0,0
2025-09-14 11:00:00+09:00,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.9672256466001272,0.24326704,0.25040564,0.50632733,0.0,0.0,0.0,0.0,-283.0,-1.0,0.0,0.0,0.0,0
2025-09-14 20:00:00+09:00,3,0.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.68719398137182,0.2395743466666666,0.25117125,0.5092543666666667,17.666666666666664,53.0,24.0,17.666666666666668,53.0,0.0,17.333333333333332,0.0,0.3333333333333333,1
2025-09-14 21:00:00+09:00,21,0.1428571428571428,0.238095238095238,0.0476190476190476,0.7142857142857143,18.0,0.1428571428571428,0.238095238095238,6.0,0.131982872196074,0.3046621114285713,0.2803794314285714,0.4149584400000001,7.68421052631579,146.0,62.0,6.9523809523809526,93.0,1.7547169811320755,7.315789473684211,0.2631578947368421,0.1052631578947368,1
2025-09-14 22:00:00+09:00,43,0.2790697674418604,0.1777777777777777,0.1333333333333333,0.6888888888888889,22.0,0.1362126245847176,-0.0603174603174603,1.0476190476190477,-0.032959663908049,0.3078805315555555,0.2668406615555555,0.4252788019999999,1.7428571428571429,61.0,9.0,1.4186046511627908,-85.0,-0.5821917808219178,1.5714285714285714,0.0571428571428571,0.1142857142857142,1
