timestamp,count,positive_prob,neutral_prob,negative_prob,positive_count,neutral_count,negative_count,positive_rate,neutral_rate,negative_rate,avg_score
2023-12-24 23:00:00+09:00,110,0.49208904248200824,0.3482192803576991,0.1596916782520795,58,38,15,0.5272727272727272,0.34545454545454546,0.13636363636363635,0.3323973642299287
2023-12-25 00:00:00+09:00,80,0.5039630899145441,0.3417497073748597,0.15428718790141746,44,26,11,0.55,0.325,0.1375,0.3496759020131266
2023-12-25 01:00:00+09:00,44,0.4454370991998902,0.33212006168270647,0.22244282915330996,19,16,9,0.4318181818181818,0.36363636363636365,0.20454545454545456,0.22299427004658026
2023-12-25 02:00:00+09:00,34,0.4486173439105707,0.36421849762222597,0.1871641678635829,16,11,8,0.47058823529411764,0.3235294117647059,0.23529411764705882,0.2614531760469878
2023-12-25 03:00:00+09:00,13,0.23751570690157156,0.48760846347015885,0.2748758101370185,3,8,3,0.23076923076923078,0.6153846153846154,0.23076923076923078,-0.037360103235446945
2023-12-25 04:00:00+09:00,11,0.3873588568107648,0.49078975279222836,0.1218513794328001,5,5,1,0.45454545454545453,0.45454545454545453,0.09090909090909091,0.2655074773779647
2023-12-25 05:00:00+09:00,8,0.2201717742718756,0.6352743140887469,0.14455390191869805,1,6,1,0.125,0.75,0.125,0.07561787235317755
2023-12-25 06:00:00+09:00,12,0.3140215463839316,0.42413937704016763,0.2618390637508128,3,6,3,0.25,0.5,0.25,0.05218248263311881
2023-12-25 07:00:00+09:00,24,0.3622136716779399,0.33593057668379817,0.3018557564428192,8,8,8,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.060357915235120685
2023-12-25 08:00:00+09:00,34,0.49081014126007044,0.35958428928362474,0.14960556585740825,19,11,5,0.5588235294117647,0.3235294117647059,0.14705882352941177,0.3412045754026622
2023-12-25 11:00:00+09:00,26,0.28203258144919974,0.44223687314213467,0.2757305556353038,6,13,7,0.23076923076923078,0.5,0.2692307692307692,0.0063020258138959395
2023-12-25 12:00:00+09:00,32,0.5081045303377323,0.30562688964710105,0.18626857918934542,17,9,6,0.53125,0.28125,0.1875,0.32183595114838687
2023-12-25 13:00:00+09:00,23,0.3660825470300472,0.5371440604896002,0.09677338867913927,9,14,0,0.391304347826087,0.6086956521739131,0.0,0.26930915835090796
2023-12-25 14:00:00+09:00,23,0.37483325979226956,0.4416848625987768,0.18348188076735186,10,9,4,0.43478260869565216,0.391304347826087,0.17391304347826086,0.1913513790249177
2023-12-25 15:00:00+09:00,16,0.35292891593759546,0.47662071078358326,0.1704503692590686,7,7,3,0.4375,0.4375,0.1875,0.18247854667852687
2023-12-25 16:00:00+09:00,20,0.401786819845438,0.5181278815492988,0.08008529443759467,7,11,2,0.35,0.55,0.1,0.32170152540784336
2023-12-25 17:00:00+09:00,20,0.42307666917331516,0.45138109171530233,0.12554224110208448,8,10,2,0.4,0.5,0.1,0.29753442807123065
2023-12-25 18:00:00+09:00,31,0.3759694580071335,0.4702365232571479,0.15379402159728228,11,16,4,0.3548387096774194,0.5161290322580645,0.12903225806451613,0.2221754364098512
2023-12-25 19:00:00+09:00,32,0.34680262903930265,0.4877473946544342,0.16544997002711168,9,20,3,0.28125,0.625,0.09375,0.18135265901219097
2023-12-25 20:00:00+09:00,52,0.4737657383601699,0.4462254378013313,0.08000882047323367,24,27,3,0.46153846153846156,0.5192307692307693,0.057692307692307696,0.39375691788693623
2023-12-25 21:00:00+09:00,43,0.4387933407899339,0.39941717625790557,0.1617894758454112,20,17,6,0.46511627906976744,0.3953488372093023,0.13953488372093023,0.27700386494452267
2023-12-25 22:00:00+09:00,25,0.5062654013745487,0.4267380199022591,0.06699657291639592,14,9,2,0.56,0.36,0.08,0.43926882845815274
2023-12-25 23:00:00+09:00,27,0.4543945285043231,0.4334888009492446,0.11211667584548526,12,12,3,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.3422778526588378
2023-12-26 00:00:00+09:00,19,0.29054753240933145,0.43854586280098085,0.2709065982581753,5,9,5,0.2631578947368421,0.47368421052631576,0.2631578947368421,0.019640934151156142
2023-12-26 01:00:00+09:00,16,0.2652788714913185,0.583514271362219,0.1512068455267581,3,11,2,0.1875,0.6875,0.125,0.11407202596456043
2023-12-26 02:00:00+09:00,7,0.06208761994327815,0.5909787097147533,0.34693366688277033,0,5,2,0.0,0.7142857142857143,0.2857142857142857,-0.28484604693949217
2023-12-26 03:00:00+09:00,8,0.49927206213275593,0.4484989574799935,0.05222898175836432,5,4,0,0.625,0.5,0.0,0.4470430803743916
2023-12-26 04:00:00+09:00,5,0.3541772686177864,0.3500975539907813,0.2957251718267798,2,2,1,0.4,0.4,0.2,0.0584520967910066
2023-12-26 05:00:00+09:00,1,0.0059475060552358,0.1674173474311828,0.8266351819038391,0,0,1,0.0,0.0,1.0,-0.8206876758486034
2023-12-26 06:00:00+09:00,4,0.6069975197315215,0.31838237261399627,0.07462011254392559,2,2,0,0.5,0.5,0.0,0.532377407187596
2023-12-26 07:00:00+09:00,14,0.4053693666278074,0.3884743932324151,0.2061562409236406,5,7,3,0.35714285714285715,0.5,0.21428571428571427,0.19921312570416683
2023-12-26 08:00:00+09:00,9,0.46906519643962385,0.489092455804348,0.041842360375449,5,5,0,0.5555555555555556,0.5555555555555556,0.0,0.4272228360641749
2023-12-27 07:00:00+09:00,187,0.15031846633913418,0.5387082360733378,0.3109732956593992,21,116,55,0.11229946524064172,0.6203208556149733,0.29411764705882354,-0.160654829320265
