timestamp,count,positive_prob,neutral_prob,negative_prob,positive_count,neutral_count,negative_count,positive_rate,neutral_rate,negative_rate,avg_score
2025-08-03 00:00:00+09:00,2,0.4614992141723633,0.4734563082456589,0.06504447199404235,1,1,0,0.5,0.5,0.0,0.39645474217832094
2025-08-03 01:00:00+09:00,3,0.31908671495815116,0.5857687195142111,0.09514453882972392,0,3,0,0.0,1.0,0.0,0.22394217612842726
2025-08-03 03:00:00+09:00,3,0.1661597912510236,0.7990656097730001,0.0347746262947718,0,3,0,0.0,1.0,0.0,0.1313851649562518
2025-08-03 04:00:00+09:00,1,0.0020491646137088,0.0044329799711704,0.9935178756713868,0,0,1,0.0,0.0,1.0,-0.991468711057678
2025-08-03 06:00:00+09:00,1,0.0077082058414816,0.2906442880630493,0.7016474604606628,0,0,1,0.0,0.0,1.0,-0.6939392546191813
2025-08-03 07:00:00+09:00,4,0.44599476642906666,0.509852159768343,0.0441530987154692,2,2,0,0.5,0.5,0.0,0.4018416677135975
2025-08-03 08:00:00+09:00,4,0.24740953301079563,0.6968607008457184,0.055729807121679145,0,4,0,0.0,1.0,0.0,0.19167972588911647
2025-08-03 09:00:00+09:00,6,0.41398137078310054,0.5585454576648772,0.027473169223715815,2,4,0,0.3333333333333333,0.6666666666666666,0.0,0.3865082015593847
2025-08-03 10:00:00+09:00,4,0.3149417405948043,0.617028808221221,0.0680294613121077,1,3,0,0.25,0.75,0.0,0.2469122792826966
2025-08-03 11:00:00+09:00,4,0.3557066125795245,0.2352232858538627,0.40907008142676204,1,1,2,0.25,0.25,0.5,-0.05336346884723753
2025-08-03 12:00:00+09:00,3,0.5317569176355997,0.44763843218485516,0.020604646919916,3,0,0,1.0,0.0,0.0,0.5111522707156837
2025-08-03 13:00:00+09:00,6,0.021512165199965214,0.6122825611382723,0.3662052859241764,0,4,2,0.0,0.6666666666666666,0.3333333333333333,-0.34469312072421116
2025-08-03 14:00:00+09:00,57,0.3127768478511522,0.5594690378134449,0.12775411496404554,16,37,7,0.2807017543859649,0.6491228070175439,0.12280701754385964,0.18502273288710663
2025-08-03 15:00:00+09:00,38,0.37075892046619296,0.4488279705819411,0.18041310154009033,14,18,7,0.3684210526315789,0.47368421052631576,0.18421052631578946,0.19034581892610264
2025-08-03 16:00:00+09:00,41,0.31375951707226835,0.48806246460937874,0.19817801887487488,13,22,6,0.3170731707317073,0.5365853658536586,0.14634146341463414,0.11558149819739347
2025-08-03 17:00:00+09:00,33,0.22409903814056603,0.5902982385772647,0.1856027209115299,8,20,5,0.24242424242424243,0.6060606060606061,0.15151515151515152,0.038496317229036126
2025-08-03 18:00:00+09:00,15,0.31287985964057347,0.49798702374100684,0.18913311585783957,5,8,2,0.3333333333333333,0.5333333333333333,0.13333333333333333,0.1237467437827339
2025-08-03 19:00:00+09:00,36,0.30584526273132473,0.45768651500898033,0.23646823185923932,9,19,9,0.25,0.5277777777777778,0.25,0.06937703087208541
2025-08-03 20:00:00+09:00,29,0.26518491315173687,0.4667353626533315,0.26807972926903384,7,15,7,0.2413793103448276,0.5172413793103449,0.2413793103448276,-0.002894816117296972
2025-08-03 21:00:00+09:00,56,0.15957711064090416,0.4561007194736573,0.3843221657817984,9,25,22,0.16071428571428573,0.44642857142857145,0.39285714285714285,-0.22474505514089424
2025-08-03 22:00:00+09:00,66,0.24089895087562382,0.47016676354475995,0.28893427804436983,16,33,17,0.24242424242424243,0.5,0.25757575757575757,-0.048035327168746006
2025-08-03 23:00:00+09:00,35,0.2860303443656968,0.35982988939753596,0.3541397568304091,10,13,12,0.2857142857142857,0.37142857142857144,0.34285714285714286,-0.0681094124647123
2025-08-04 00:00:00+09:00,46,0.14225980139631045,0.4602549370762933,0.39748525744020613,5,23,18,0.10869565217391304,0.5,0.391304347826087,-0.2552254560438957
2025-08-04 01:00:00+09:00,35,0.06956578145202777,0.5222428661904165,0.4081913578257496,1,20,14,0.02857142857142857,0.5714285714285714,0.4,-0.3386255763737218
2025-08-04 02:00:00+09:00,16,0.15719367749261431,0.518165695888456,0.32464061584323645,2,9,5,0.125,0.5625,0.3125,-0.16744693835062213
2025-08-04 03:00:00+09:00,6,0.09502343534647173,0.37738373192648095,0.5275928169333687,1,1,4,0.16666666666666666,0.16666666666666666,0.6666666666666666,-0.43256938158689695
2025-08-04 04:00:00+09:00,12,0.1586327814438845,0.49178422312252223,0.3495830036117695,1,7,4,0.08333333333333333,0.5833333333333334,0.3333333333333333,-0.19095022216788501
2025-08-04 05:00:00+09:00,4,0.20187507686205203,0.31861371267586946,0.4795112013816833,1,1,2,0.25,0.25,0.5,-0.27763612451963127
2025-08-04 06:00:00+09:00,23,0.30291940914669435,0.4398096381970074,0.2572709542861127,6,11,6,0.2608695652173913,0.4782608695652174,0.2608695652173913,0.045648454860581666
2025-08-04 07:00:00+09:00,49,0.13691169033758338,0.42510862063616517,0.4379796865954995,6,21,23,0.12244897959183673,0.42857142857142855,0.46938775510204084,-0.30106799625791614
2025-08-04 08:00:00+09:00,53,0.07455580740868338,0.5160252943564698,0.40941890240383316,1,32,20,0.018867924528301886,0.6037735849056604,0.37735849056603776,-0.33486309499514977
2025-08-04 09:00:00+09:00,59,0.1409759689374671,0.41440657156830035,0.4446174571407028,7,24,29,0.11864406779661017,0.4067796610169492,0.4915254237288136,-0.30364148820323567
2025-08-04 10:00:00+09:00,50,0.09224965191911902,0.4627108666487038,0.44503949171863494,4,22,24,0.08,0.44,0.48,-0.35278983979951595
