date,id,url,content,user,user_displayname,reply_count,retweet_count,like_count,sentiment_score,is_negative
2023-02-01 14:36:37+00:00,1620793246560706560,https://x.com/jiyu75815306/status/1620793246560706560,"スシロー〝ナメナメ犯〟に１００億円賠償請求も　回転すし文化を破壊した報い｜東スポWEB 
tokyo-sports.co.jp/articles/-/252
…",jiyu75815306,yuji.s,0.0,1.0,5.0,-6,True
2023-02-01 14:38:34+00:00,1620793736665141248,https://x.com/wanderer_r_side/status/1620793736665141248,"絶対払えないじゃん動画撮ってアップした人とかはどうなるんだろう？

スシロー〝ナメナメ犯〟に１００億円賠償請求も　回転すし文化を破壊した報い 
tweetsoku.com/2023/02/01/%e3
…",wanderer_r_side,∞ひでき∞ 44歳 東京 足立,0.0,0.0,1.0,-11,True
2023-02-01 14:38:53+00:00,1620793818563100672,https://x.com/ryzoo200/status/1620793818563100672,"スシローはそのまま 淘汰されてもええんじゃねー

回転寿司
乱立してるし

どうせろくでもないことばっかやってるし

もう行かねーし",ryzoo200,麻生 麒麟麟 ᕱ⑅ᕱ 2025魔王.。.:*・°,0.0,0.0,1.0,-9,True
2023-02-01 14:39:15+00:00,1620793907415232512,https://x.com/atatat2000812/status/1620793907415232512,"Twitterフォロー外の推してる人含め
やっぱ期待を裏切らない。

スシローの株価がうんたら。
本件の影響で売上高がうんたら。
この学生がうんたら。
誰1人としてそんな事呟かない。
それがとても嬉しい。",atatat2000812,わぢゃがぢ,1.0,0.0,3.0,-9,True
2023-02-01 14:40:12+00:00,1620794148755501056,https://x.com/nemurema/status/1620794148755501056,近所のスシロー混んでたわ。頑張れ！,nemurema,こじらせ派遣→無職,0.0,0.0,4.0,-2,True
2023-02-01 14:40:44+00:00,1620794281752662017,https://x.com/HELPTakata/status/1620794281752662017,"説得力ないな。

スシロー迷惑動画問題　おでんツンツン男　“特定”進む状況に訴え「やめてやれよ。俺はわかる。こいつの気持ちが」(デイリースポーツ)
#Yahooニュース
news.yahoo.co.jp/articles/5b0a2
…",HELPTakata,φО,0.0,0.0,1.0,-16,True
2023-02-01 14:41:18+00:00,1620794425629904896,https://x.com/chachakomoti/status/1620794425629904896,真の潔癖症なら人が居ない今スシローに行くべき,chachakomoti,茶々子餅,3.0,0.0,27.0,-7,True
2023-02-01 14:42:13+00:00,1620794657746874368,https://x.com/kentanakamori/status/1620794657746874368,スシローのペロペロ問題、撮影者が父親だっての、本当なんか？,kentanakamori,Kenta Nakamori@español & English,1.0,0.0,0.0,-10,True
2023-02-01 14:43:21+00:00,1620794939851546625,https://x.com/zen__reborn/status/1620794939851546625,"余談ですがタイではスシローみたいな事は不思議と起きません！
そんなバカみたいな話題はニュースでも目にしないしタイ人からも聞いた事ない！
ただ…屋台はスシローより不衛生です
屋台では水(氷)と油に注意
相いれないはずの正反対の二つが奇しくも揃って危険です！",zen__reborn,ゼン𝕏,1.0,0.0,9.0,-15,True
2023-02-01 14:43:37+00:00,1620795009938366464,https://x.com/R_11235/status/1620795009938366464,"はままつってスシローっていうか回転寿司あるかな
ラウンドワンの近くにあった気がした",R_11235,り,3.0,0.0,7.0,-5,True
