date,id,url,content,user,user_displayname,reply_count,retweet_count,like_count,sentiment_score,is_negative
2023-01-31 14:16:10+00:00,1620425710304382978,https://x.com/kozakku7/status/1620425710304382978,"スシロー応援してます！
かぼちゃ天ぷら神",kozakku7,コザック,0.0,0.0,1.0,1,False
2023-01-31 14:18:26+00:00,1620426282151596033,https://x.com/silentsword1500/status/1620426282151596033,"そういや昔、スシローで頼んだものが流れてくるの目で追いよったら、客のおじさんがそれをとった
ヒロユキ「今おっさんに俺のパクられたど」
ダチＡ「うそやろ！？」
ダチＢ「俺も見た」
ダチＣ「おもろすぎやろ」
4人「」

ってのがあった",silentsword1500,ヒロユキ,0.0,0.0,4.0,-9,True
2023-01-31 14:20:08+00:00,1620426710201274369,https://x.com/yukkuriseijich/status/1620426710201274369,"ここ一年、回転寿司は問題山積だね。
くら寿司は店長がパワハラで焼身自殺し、スシローは不正が立て続けに発覚した上、今回のペロペロ事件で時価総額100億円以上の損失。最後のは会社側は全く悪くないけど。
最低でもはま寿司みたいに、回転寿司のシステムはやめる必要がありそう。",yukkuriseijich,ウハ＠ゆっくり政治チャンネル,17.0,70.0,355.0,-43,True
2023-01-31 14:24:39+00:00,1620427846366941184,https://x.com/dinidinidini333/status/1620427846366941184,"スシロー、まだまださがるのか？
ビジネスモデル崩壊の危機だからなぁ、、

おやすみ。",dinidinidini333,DoMoN｜カビュウ招待コード【WDmy】｜会社員｜投資家｜ボクサーの雑多アカウント｜相互フォロ中,0.0,0.0,3.0,-6,True
2023-01-31 14:26:31+00:00,1620428318834311168,https://x.com/bantehu1/status/1620428318834311168,"スシローの醤油ペロペロの人 
x.com/Z_gizou/status
…",bantehu1,bantehu,0.0,0.0,1.0,-3,True
2023-01-31 14:28:01+00:00,1620428692915884033,https://x.com/ss_kaku/status/1620428692915884033,"スシローの株価暴落の件はもちろん犯人が一番悪いしというか犯人以外悪くないんだけど、

ただ、スシロー側の対応も遅すぎたと思うわ。
SNSで広がった瞬間にはもう「事実確認中ですが事実なら特定して徹底的に法的措置をします。有耶無耶にすることはありません」て広報してればここまではならんかった",ss_kaku,えべ,0.0,0.0,4.0,-24,True
2023-01-31 14:30:39+00:00,1620429357083942913,https://x.com/asumi_72_R/status/1620429357083942913,スシロー株、いま買うべき？？？,asumi_72_R,あすみ,1.0,0.0,1.0,-2,True
2023-01-31 14:32:21+00:00,1620429785741815810,https://x.com/yamichanwakanna/status/1620429785741815810,"スシローの株価170億吹き飛んでるのか…ちゃんと賠償請求できたらいいんだけど

不倫とかも慰謝料減額とかいう制度なくなれ〜",yamichanwakanna,ヤミ,0.0,0.0,7.0,-10,True
2023-01-31 14:33:29+00:00,1620430070124019714,https://x.com/mutekingsan/status/1620430070124019714,スシロー最高やな！,mutekingsan,【公式】むてきんぐ@特殊詐欺撲滅,0.0,0.0,8.0,1,False
2023-01-31 14:34:18+00:00,1620430274885718017,https://x.com/EZ30specHDR/status/1620430274885718017,"スシローさんに160億円の賠償かあ
何世代かかるのかな〜、支払い頑張ってほしい",EZ30specHDR,とみぃ,0.0,0.0,2.0,-6,True
