timestamp,volume,dict_positive_count,dict_negative_count,dict_neutral_count,dict_avg_polarity,dict_positive_rate,dict_negative_rate,dict_neutral_rate
2023-03-19 01:00:00+09:00,100,1,61,38,-0.5214255695285107,0.01,0.61,0.38
2023-03-19 02:00:00+09:00,24,0,13,11,-0.4570426065162907,0.0,0.5416666666666666,0.4583333333333333
2023-03-19 03:00:00+09:00,56,0,16,40,-0.24131106988249845,0.0,0.2857142857142857,0.7142857142857143
2023-03-19 04:00:00+09:00,3,1,1,1,-0.28571428571428575,0.3333333333333333,0.3333333333333333,0.3333333333333333
2023-03-19 05:00:00+09:00,72,1,37,34,-0.437016687016687,0.013888888888888888,0.5138888888888888,0.4722222222222222
2023-03-19 07:00:00+09:00,87,2,64,21,-0.5874004062751794,0.022988505747126436,0.735632183908046,0.2413793103448276
2023-03-19 09:00:00+09:00,94,1,48,45,-0.42774223412521284,0.010638297872340425,0.5106382978723404,0.4787234042553192
2023-03-19 13:00:00+09:00,98,3,65,30,-0.5162109432517595,0.030612244897959183,0.6632653061224489,0.30612244897959184
2023-03-19 15:00:00+09:00,81,5,56,20,-0.45431516357442286,0.06172839506172839,0.691358024691358,0.24691358024691357
2023-03-19 17:00:00+09:00,90,2,77,11,-0.7089373897707231,0.022222222222222223,0.8555555555555555,0.12222222222222222
2023-03-19 19:00:00+09:00,83,1,68,14,-0.6849727915992976,0.012048192771084338,0.8192771084337349,0.1686746987951807
2023-03-19 21:00:00+09:00,101,2,65,34,-0.5158564034541107,0.019801980198019802,0.6435643564356436,0.33663366336633666
2023-03-19 23:00:00+09:00,18,1,13,4,-0.587389770723104,0.05555555555555555,0.7222222222222222,0.2222222222222222
2023-03-20 00:00:00+09:00,1,0,1,0,-1.0,0.0,1.0,0.0
2023-03-20 01:00:00+09:00,90,1,30,59,-0.2717708834375501,0.011111111111111112,0.3333333333333333,0.6555555555555556
2023-03-20 02:00:00+09:00,5,0,2,3,-0.35,0.0,0.4,0.6
2023-03-20 03:00:00+09:00,104,0,26,78,-0.19728562036254343,0.0,0.25,0.75
2023-03-20 04:00:00+09:00,2,0,1,1,-0.5,0.0,0.5,0.5
2023-03-20 05:00:00+09:00,84,2,49,33,-0.47449098520527094,0.023809523809523808,0.5833333333333334,0.39285714285714285
2023-03-20 07:00:00+09:00,83,1,58,24,-0.5626297397381734,0.012048192771084338,0.6987951807228916,0.2891566265060241
2023-03-20 09:00:00+09:00,103,6,48,49,-0.33599106173349463,0.05825242718446602,0.46601941747572817,0.47572815533980584
2023-03-20 11:00:00+09:00,103,1,62,40,-0.49951019853932477,0.009708737864077669,0.6019417475728155,0.3883495145631068
2023-03-20 13:00:00+09:00,79,0,69,10,-0.7309848978687401,0.0,0.8734177215189873,0.12658227848101267
2023-03-20 17:00:00+09:00,80,4,74,2,-0.7569467751675569,0.05,0.925,0.025
2023-03-20 19:00:00+09:00,88,0,78,10,-0.775649665990575,0.0,0.8863636363636364,0.11363636363636363
2023-03-20 21:00:00+09:00,103,3,87,13,-0.7304865846127983,0.02912621359223301,0.8446601941747572,0.1262135922330097
2023-03-20 23:00:00+09:00,98,1,77,20,-0.6429347496574388,0.01020408163265306,0.7857142857142857,0.20408163265306123
2023-03-21 01:00:00+09:00,69,0,47,22,-0.5804965565835131,0.0,0.6811594202898551,0.3188405797101449
2023-03-21 05:00:00+09:00,76,2,59,15,-0.5769546178795405,0.02631578947368421,0.7763157894736842,0.19736842105263158
2023-03-21 07:00:00+09:00,112,5,85,22,-0.6371927179962894,0.044642857142857144,0.7589285714285714,0.19642857142857142
2023-03-21 09:00:00+09:00,118,5,91,22,-0.6321489715557512,0.0423728813559322,0.7711864406779662,0.1864406779661017
2023-03-21 11:00:00+09:00,118,5,94,19,-0.5924231094595003,0.0423728813559322,0.7966101694915254,0.16101694915254236
2023-03-21 13:00:00+09:00,26,0,25,1,-0.6614688102244664,0.0,0.9615384615384616,0.038461538461538464
2023-03-21 17:00:00+09:00,89,1,79,9,-0.6714864695381377,0.011235955056179775,0.8876404494382022,0.10112359550561797
2023-03-21 19:00:00+09:00,96,3,86,7,-0.7179246101121102,0.03125,0.8958333333333334,0.07291666666666667
2023-03-21 21:00:00+09:00,72,1,65,6,-0.7261778345111679,0.013888888888888888,0.9027777777777778,0.08333333333333333
2023-03-21 23:00:00+09:00,91,0,80,11,-0.7115188535518205,0.0,0.8791208791208791,0.12087912087912088
2023-03-22 01:00:00+09:00,89,3,49,37,-0.43272099311425155,0.033707865168539325,0.550561797752809,0.4157303370786517
2023-03-22 03:00:00+09:00,105,1,55,49,-0.41114192963817026,0.009523809523809525,0.5238095238095238,0.4666666666666667
2023-03-22 05:00:00+09:00,73,3,62,8,-0.6081542394394933,0.0410958904109589,0.8493150684931506,0.1095890410958904
2023-03-22 07:00:00+09:00,96,5,72,19,-0.5545712967587967,0.052083333333333336,0.75,0.19791666666666666
2023-03-22 09:00:00+09:00,107,1,89,17,-0.6974509791717048,0.009345794392523364,0.8317757009345794,0.1588785046728972
2023-03-22 11:00:00+09:00,110,4,72,34,-0.5629286370195461,0.03636363636363636,0.6545454545454545,0.3090909090909091
2023-03-22 13:00:00+09:00,24,1,21,2,-0.7172258297258297,0.041666666666666664,0.875,0.08333333333333333
2023-03-22 15:00:00+09:00,91,4,73,14,-0.6296608153751011,0.04395604395604396,0.8021978021978022,0.15384615384615385
2023-03-22 17:00:00+09:00,82,2,75,5,-0.7189783833255856,0.024390243902439025,0.9146341463414634,0.06097560975609756
