date,id,url,content,user,user_displayname,reply_count,retweet_count,like_count,sentiment_score,is_negative
2022-11-30 15:44:56+00:00,1597980002397872128,https://x.com/Japalura1250/status/1597980002397872128,三苫はワールドカップ見てるんなら読めないとダメよ,Japalura1250,SUBARU,0,0,0,-3,True
2022-11-30 17:06:37+00:00,1598000559747125249,https://x.com/saki_misaka0423/status/1598000559747125249,板倉選手と三苫選手(今全然関係ない),saki_misaka0423,Saki Misaka(三阪咲),1,1,19,-9,True
2022-11-30 17:38:03+00:00,1598008468933607424,https://x.com/TOMOkoma1214/status/1598008468933607424,"今大会 強豪国の敗戦が多いね
世界との差が縮まってきてるのかな？

ひょっとしたらあるぞ？vsも
とに勝ってに負けてのグループリーグ突破するのもある意味凄いけど
とりあえず三苫 南野を前半から見たい",TOMOkoma1214,ㄘゃƕも,0,0,2,-12,True
2022-11-30 20:03:38+00:00,1598045106099347463,https://x.com/sekaino_tanuo/status/1598045106099347463,日本、ドイツ、コスタリカで勝利で確実に予選突破できるのは日本だけ、ぜひ勝って決めて欲しい。希望は三苫選手先発。いるだけで相手チームに恐怖を与えるのがエースの条件。三笘選手はこの条件を持ってる。スペイン戦で決定的仕事をし、ジョーカーから日本のエースになってほしい。いけるぜ日本代表！,sekaino_tanuo,たぬお@いいリプはじめました。,3,3,70,-21,True
2022-11-30 21:13:16+00:00,1598062631059095552,https://x.com/sirko_sp/status/1598062631059095552,"戸田さんさすがです。
アルゼンチンがメッシを気にせず、たたかえるようになったのが良かったと。
メッシに頼ってボールあつめて、ゴール決めれんかったらおわりやもんね。
日本も三苫が戦略になりすぎるとな。
ヴィッセルもイニエスタ頼りになって落ちていったからな。。
#アルゼンチン
#メッシ
#三苫",sirko_sp,sirko,0,0,1,-10,True
2022-11-30 21:16:54+00:00,1598063545719349248,https://x.com/chino20recoba/status/1598063545719349248,でもスペインのCBスピードが無いって話もあるし、前田大然　浅野　伊東純也がチャンス作るかもな。三苫でも構わないし,chino20recoba,れこば,0,0,0,-7,True
2022-11-30 21:37:02+00:00,1598068613415829504,https://x.com/ric_y9/status/1598068613415829504,"希望スタメンは
権田、板倉、吉田、冨安、酒井宏樹、長友、遠藤(守田)、碧、鎌田、伊藤純也、タケ(大然)
前半はとにかく守って後半勝負だな
三苫、堂安、浅野、南野は入れたい",ric_y9,Ricky,0,0,1,-18,True
2022-11-30 23:15:28+00:00,1598093384333553666,https://x.com/jimmy911sarah/status/1598093384333553666,"#ワールドカップ日本代表 
コスタリカ戦の後から体調が悪い。
「他力本願込み」の星取りを色々と考え千々に乱れたのち、「勝てばいいんじゃん」に辿り着く。
遠藤、出られないのかにゃ？伊東純也と相馬勇紀、三苫薫の上りに期待。久保建英にも権田修一にも頑張ってもらわにゃ！
とにかく総力戦だ！！",jimmy911sarah,eddie,0,1,2,-23,True
2022-11-30 23:17:30+00:00,1598093894922932225,https://x.com/TKMMk22/status/1598093894922932225,"俺もスタメン予想しておこうかな。
前田
三苫　伊東
鎌田
田中　守田
長友　板倉　吉田　山根
権田

スタメンで大博打は打たないスタイル。三苫は使い切る覚悟。",TKMMk22,TKM Mk.2,1,0,9,-18,True
2022-11-30 23:34:10+00:00,1598098091860987904,https://x.com/plutoatom/status/1598098091860987904,"【本田圭佑】三苫薫はスタメンで使うべき？スーパーサブとして使うべき？正直僕は〇〇で使いますね!!その理由は...【スペイン代表/日本代表/W杯/... 
youtu.be/q_ARWTKqwOc 
@YouTube
より",plutoatom,plutoatom,0,0,0,-7,True
2022-12-01 00:25:07+00:00,1598110912065703936,https://x.com/enjoymylife40/status/1598110912065703936,"本日の日本戦のスタメン希望。

　　　前田
三苫　久保　伊東
　 守田　鎌田
長友　　　　富安
　 板倉　吉田　
　　　ｼｭﾐｯﾄ

守備時は伊東選手が下がり、5バックになる可変式でどうでしょうか？
遠藤選手が出れそうにないのが厳しいですね…
なんとか頑張ってほしい",enjoymylife40,ぽけご＠気ままに暮らす人,1,0,2,-19,True
2022-12-01 01:25:40+00:00,1598126147841458176,https://x.com/nomurakenu/status/1598126147841458176,"南野　　浅野
　　　　　久保　
三苫　鎌田　　守田　伊東
　　冨安　板倉　谷口
　　　　シュミット",nomurakenu,CHAGEandCHAGE,0,0,0,-10,True
2022-12-01 02:04:09+00:00,1598135832539721728,https://x.com/osirisu87/status/1598135832539721728,フランスには両サイドのデンベレとエムバペの攻撃力が高すぎるけど、日本もできるよね、三苫と伊東で。なのに三苫をスタメン起用しないからさ……,osirisu87,はなお,0,0,3,-11,True
2022-12-01 02:27:34+00:00,1598141725931089921,https://x.com/kurobasu3567/status/1598141725931089921,アルゼンチンが勝ち、まだ、メッシが見られる。私は１５年程前にアルゼンチンのＴシャツを買った。決勝トーナメントは着て応援しよう。ちなみに、日本の応援の時は背番号９のＴシャツだが、昔のものなので、三苫ではない、昔の９番だ。でも、三苫として応援します。私はSDZsだ！,kurobasu3567,kobakunn　黒舟,1,0,6,-9,True
2022-12-01 02:46:30+00:00,1598146492812136448,https://x.com/hirok428/status/1598146492812136448,サッカーワールド杯の三苫選手を取りあげて騒ぐマスコミ。三笘選手の経歴をみたらいいと思う。川崎フロンターレのU10からサッカーを始めた。日本代表になれるのは一握り。三笘選手がサッカーに打ち込むのを支えた親や大人がいた。電通など広告代理店も子育てできる日本に変えないとビジネス持続不可。,hirok428,hirok@消費税廃止,0,0,1,-29,True
2022-12-01 03:10:57+00:00,1598152643100446721,https://x.com/onigili_fighter/status/1598152643100446721,ぽいち、久保と三苫先発させろ,onigili_fighter,名無しにかわり白いイッチがお送りします,0,0,2,-4,True
2022-12-01 03:30:04+00:00,1598157457473540096,https://x.com/size_ally/status/1598157457473540096,"やっほ～アリだよ

いよいよ日本vsスペイン戦だねドリブルの突破力で『三苫選手』に注目がいってるね
アリ的には、「堂安選手」や右膝負傷してしまってるけどデュエル王「遠藤選手」の活躍も観たいな…

強豪国相手だけど頑張って欲しいな

#三笘薫　#堂安律　#遠藤航",size_ally,蟻サイズ,7,6,114,-17,True
2022-12-01 03:32:24+00:00,1598158042931290112,https://x.com/39nakano_miku/status/1598158042931290112,8話のぼっちちゃんを、例えるなら日本代表の三苫ってらコメント見てふふってなった,39nakano_miku,玖瑠栖,0,0,0,-8,True
2022-12-01 03:39:32+00:00,1598159839871369216,https://x.com/YosukeMatsuura/status/1598159839871369216,"スペイン戦
先発予想

　久保　釜本　鎌田

三苫　守田　田中　前園

　冨安　吉田　板倉
　　　　
　　　　権田",YosukeMatsuura,松浦要介 a.k.a 団長,1,0,1,-12,True
2022-12-01 03:57:33+00:00,1598164370387001344,https://x.com/KOTOBUKI26/status/1598164370387001344,"三苫に渡して欲しかったってだけの批判だからなぁ。気にしなくていい。無理矢理出して、三苫が取られてたら三苫を批判してるんだろうし。そんな表面上だけの問題じゃないと思うけど。

〝バックパスマシン〟批判のＤＦ伊藤洋輝がリベンジ宣言「このままでは終われない
news.yahoo.co.jp/articles/2dd4e
…",KOTOBUKI26,KOTOBUKI（豪遊亭 寿舞伎）,0,0,0,-20,True
2022-12-01 04:02:03+00:00,1598165502874247168,https://x.com/yukiranbo/status/1598165502874247168,とりあえず三苫スタメンで使えよ。,yukiranbo,きな吸い,0,0,1,-1,True
2022-12-01 04:11:14+00:00,1598167815865139200,https://x.com/_haru_taro_/status/1598167815865139200,っかー　三苫さんの素敵マンガ　好き,_haru_taro_,はるたろー@,0,0,1,-4,True
2022-12-01 04:12:50+00:00,1598168220136923137,https://x.com/kanei00/status/1598168220136923137,三苫はコスタリカ戦は先発で、スペイン戦は後半からが正解だったんじゃないの。今は状況は変わってるけど。,kanei00,カネイノブフミ,0,0,0,-6,True
2022-12-01 04:13:19+00:00,1598168340799066113,https://x.com/badaichara/status/1598168340799066113,酒井がダメだった場合の右サイドバックどうするんだろ。冨安使うのかな。それか魂の3バックでまさかの伊東WBで前に堂安使うあるのかな。ないか。三苫は確実にスタメンで使うだろうから…使わないかな？流石に使うよな。,badaichara,場代チャラ,0,0,0,-18,True
2022-12-01 04:14:42+00:00,1598168687919656960,https://x.com/CbKeiba/status/1598168687919656960,"スペイン戦はどうも5バックで行きそうな気がするので希望的観測を挙げておくと前半は5-3-2できっちりブロック作って相手のSBを浮かせて攻め上がった裏を前田、浅野の2トップで突きまくるを繰り返してほしい。
で前半はなんとか耐えに耐えて0点。
後半3-4-3で三苫投入勝負で。
旗手入れとけよー",CbKeiba,Orfe,0,0,4,-23,True
2022-12-01 05:00:03+00:00,1598180100264296449,https://x.com/sanluiz15/status/1598180100264296449,"毎日W杯予想DAY12
クロアチア1-2ベルギー
モロッコ3-0カナダ
日本1-0スペイン
ドイツ3-0コスタリカ

コスタリカの負けが早めに濃厚になればなるほど、スペインはブラジル回避の線が出てくる。
逆にコスタリカが頑張るとスペインは負けれないので強く来る。

日本は先制点が全て→三苫",sanluiz15,ルイシュ,1,1,2,-15,True
2022-12-01 06:07:13+00:00,1598197004915859457,https://x.com/7VgktkuVDcvZwtI/status/1598197004915859457,"いよいよ、あと13時間となりました。
ドキドキが止まりません。
三苫　タケ　純也　で、鎌田さんをどうするか？
トップは？で悩んでおりますが
あっけなく、それは崩れ去り、タケではなく、ミナミーノが入るのではと、想像されます
私は、この真冬の寒さの中、タケへの神頼みに行ってまいります。寒い",7VgktkuVDcvZwtI,タケちゃん,1,1,17,-19,True
2022-12-01 06:12:56+00:00,1598198442433871873,https://x.com/IARUMOYR1/status/1598198442433871873,"権田

吉田　谷口　長友　酒井(怪我大丈夫なら)

田中　板倉　鎌田　伊藤純　久保

町野

後半スタートから三苫

これでいこう！
オリンピックのリベンジはオリンピック世代で！",IARUMOYR1,村井　諒(むらりひょん),1,0,2,-24,True
2022-12-01 06:15:45+00:00,1598199151657119744,https://x.com/x6y8dJ7nYoRVOH3/status/1598199151657119744,やぁ。どうも。元気かい？馬鹿ルシだよ。ワールドカップのサッカーをリアルタイムでみたい。だから今から仮眠をとるんだよ日本がスペイン相手に0-0で抑えたらワンチャン有るわよ。まだ諦めるのは早いわね。皆んなも馬鹿ルシと一緒に応援しよ。三苫と久保と冨安さんがなんとかしてくれると思うねぇ,x6y8dJ7nYoRVOH3,馬鹿ルシぽん,0,1,7,-19,True
2022-12-01 07:22:44+00:00,1598216007138840582,https://x.com/keibanomikata/status/1598216007138840582,"今日のワールドカップの予想
日本-スペイン　2-0　で日本の勝利
※三苫がチャンスメイクして、南野、鎌田が得点。
後は全員死ぬ気で守りきる。

コスタリカ-ドイツ　1-0でコスタリカの勝利
※セットプレイで1点獲得。後は全員死ぬ気で守りきる。

まさかの日本とコスタリカがGS突破！
#日本対スペイン",keibanomikata,のりパーントゥ,0,0,0,-15,True
2022-12-01 07:27:36+00:00,1598217232856719361,https://x.com/CafeTyphoo/status/1598217232856719361,"先取点必須です 三苫、鎌田、久保で取れます　　2-1 日本で
スペイン戦チケット残りまだ余裕あります
¥4500   
3ドリンク　　おつまみ付き
＊店内での販売となります
#錦糸町
#貸し切り
#W杯
#サッカー
#ビール
#スペイン
#ビリヤード
#ダーツ",CafeTyphoo,Cafe Typhoo（タイフー）,0,0,2,-19,True
2022-12-01 07:39:21+00:00,1598220188474028032,https://x.com/HierroWorld/status/1598220188474028032,三苫をスタメンで使わないってのがよくわからん,HierroWorld,HI(ER)RO,0,0,0,-1,True
2022-12-01 07:53:42+00:00,1598223803053928448,https://x.com/reysolista04/status/1598223803053928448,"は433、流石に前線からハイプレスは自殺行為。
相手ビルドアップでは持たせて、442、451気味でブロック。
攻撃では裏狙いで、相手の中盤の3の脇を効果的に狙いサイド攻撃をしたい。
　　久保　　前田
三苫　　　　　　伊東
　　守田　柴崎
長友　冨安　吉田　酒井

こんな教科書通りで勝てるんかなw",reysolista04,Reysolista04 | EL EQUIPO ES LO IMPORTANTE.,1,0,1,-26,True
2022-12-01 08:07:36+00:00,1598227301627744257,https://x.com/go811_haruki416/status/1598227301627744257,"あー、やっぱ三苫くん←
久保くんと三苫くんにかかってるよねぇ←←←",go811_haruki416,HARU-112616-NEXT？？？？？,0,0,0,-1,True
2022-12-01 08:08:02+00:00,1598227409345470465,https://x.com/MamoruTakazawa/status/1598227409345470465,"また三苫君ジョーカーとか戦術に変な色気出さないでねー
もう後ないんだから。森保さん頼むでしかしー
スペインメディアさえ三苫君が枚試合途中出場は信じられんって言っとるよ日本の至宝先発で使わんで敗退したらホンマ怒るでーー
#日本代表",MamoruTakazawa,高沢守,0,1,12,-28,True
2022-12-01 08:14:14+00:00,1598228968683233280,https://x.com/kouda57/status/1598228968683233280,"三苫がカルバハルを抜けないのはやばい。

かと言ってカルバハルが抜かれまくるのもやばい（マドリディスタとして）。

でも今日だけは…
三苫に抜かしてくれ……
一緒にトーナメント行こ……",kouda57,マチョリディスタ,0,0,1,-9,True
2022-12-01 08:36:44+00:00,1598234632457056256,https://x.com/TIGER69_EFC/status/1598234632457056256,"スタメン予想。
                   前田
  久保          南野       伊東
               守田   鎌田
ブラボー 吉田 板倉 冨安
                   権田

鎌田にいい形でボールが入ってないからボラにするのもあり、かな？
で、後半に田中、三苫、堂安、浅野。
遠藤の怪我が痛い。",TIGER69_EFC,TIGER@愛媛,0,0,3,-21,True
2022-12-01 08:44:59+00:00,1598236706729504774,https://x.com/MT_urawatomiki/status/1598236706729504774,「三苫ーー！！！」とか「ゴォーーール！！！」とか「惜しいッ」とか、適当なツイートの予約投稿をしておいてTLを惑わす簡単なお仕事。,MT_urawatomiki,MT／浦和富来　密な場所ではマスク着けよう,0,0,0,-8,True
2022-12-01 08:49:51+00:00,1598237933110452227,https://x.com/okyan140/status/1598237933110452227,"三苫、南野
良いと思います

福田正博氏　「鎌田選手ではなく南野選手で前からどんどん“鬼プレ”を」日本のスペイン戦に向けて（スポニチアネックス） 
news.yahoo.co.jp/articles/f94c5
…",okyan140,おきゃん,0,0,0,-12,True
2022-12-01 08:53:44+00:00,1598238911318601728,https://x.com/kashiwa_goal/status/1598238911318601728,日本はコスタリカやネルシーニョレイソルのように戦え！塩試合上等ワンチャンスでIJか三苫,kashiwa_goal,かしわくん,0,0,3,-6,True
2022-12-01 08:59:00+00:00,1598240234734768129,https://x.com/uchida_naoyuki/status/1598240234734768129,"【日本代表vsスペイン代表】
独断と偏見だけど真面目に選ぶ私の代表スタメン
FW　上田綺世
MF　三苫薫　久保建英　伊藤純也
MF　田中碧　守田英正      　　
DF　伊藤洋輝　谷口彰悟　板倉滉　冨安建洋
GK　S･ダニエル
柴崎出番なしか？なんで連れて行った？
#千代田区 #日本代表 #ワールドカップ",uchida_naoyuki,内田直之,0,1,4,-21,True
2022-12-01 09:02:35+00:00,1598241136451080194,https://x.com/ayasugiatsutosh/status/1598241136451080194,三苫選手をスタメンで使うと、後半に切るカードにインパクトがなくなるような。三苫選手には前半のスペインをベンチでじっくり見てもらって後半４５分間に全てを出し切ってほしいかなぁ。後半勝負に持ち込むだけの前半の頑張りがなければ、元も子もないけれど。,ayasugiatsutosh,彩杉／安東亮@小説家になりたい,0,0,0,-13,True
2022-12-01 09:36:57+00:00,1598249784548405248,https://x.com/kazan_opgg/status/1598249784548405248,マジで三苫久保スタメンで出してくれ,kazan_opgg,蚌埠上门/蚌埠约炮/蚌埠附近/蚌埠学生妹/蚌埠兼职/蚌埠楼凤,1,0,1,-1,True
2022-12-01 09:39:10+00:00,1598250343460405248,https://x.com/kanataro21/status/1598250343460405248,"スペイン戦
前田
三苫 久保 伊東
守田 田中碧
長友 板倉 吉田 冨安
これで行きそう
調子の悪い鎌田スタメンじゃなくてもいいと思う",kanataro21,かなタ口,0,0,0,-15,True
2022-12-01 09:41:09+00:00,1598250843584991232,https://x.com/1720fei11/status/1598250843584991232,「三苫」「富安」で普段からサッカー観てないやつがわかるの便利だな,1720fei11,φ,0,0,0,-6,True
2022-12-01 09:49:22+00:00,1598252911750172675,https://x.com/itozzzi/status/1598252911750172675,なので最初から3バック、スタメンに三苫、ボランチの1人は鎌田ぐらいの前傾姿勢で出鼻挫きたい,itozzzi,伊東なう,0,0,1,-9,True
2022-12-01 09:55:30+00:00,1598254453391781888,https://x.com/kyu_imokenpfan/status/1598254453391781888,"三苫いない…
イーフトまでドイツ戦のこといじってる？？",kyu_imokenpfan,きゅーちゃん,0,0,1,-3,True
2022-12-01 09:56:07+00:00,1598254608425836550,https://x.com/sagamista_koime/status/1598254608425836550,"こんなスタメン無いと思ってるが、
妄想してる時が一番楽しい

　　　  　前田　浅野
　　三苫　　久保　　伊藤
　　　　  鎌田　守田
　　　板倉　吉田　冨安
　　　　  シュミット

スペイン相手に先制点を奪いに行く
超攻撃的なフォーメーション
タケが未来に羽ばたく予感しかない",sagamista_koime,濃いめ,2,0,16,-21,True
