date,id,url,content,user,user_displayname,reply_count,retweet_count,like_count,sentiment_score,is_negative
2023-02-04 14:30:44+00:00,1621878927508795392,https://x.com/7jLz3aoU6BNBULE/status/1621878927508795392,疲弊した家族を見せつけてのお涙謝罪はメディアにとっては飯のタネ。ネタでしかない。本当に謝罪の意があるならば息子を ,,,,,,-19,True
2023-02-04 14:32:02+00:00,1621879257206243329,https://x.com/Nest_madodra/status/1621879257206243329,"スシローちゃん。

カニとかビールのおとり広告疑いで炎上してたけど、今回のことでむしろ同情される様になったね

加害者から被害者に…

色々あるけど企業そのものに対するイメージは同情的になったので頑張ってほしい

#ネストはくら寿司派
#びっくらポン好き",Nest_madodra,ネスト,1.0,0.0,7.0,-21,True
2023-02-04 14:32:17+00:00,1621879318988341250,https://x.com/miffio03/status/1621879318988341250,下品で貧相な人生、生きてんだろうなあ。こんなもの、作る奴って。スシローとかで炎上する奴とジャンルは違えど、同じくらい低レベルな。,miffio03,Shetake,4.0,18.0,52.0,-9,True
2023-02-04 14:33:10+00:00,1621879542905438209,https://x.com/RMO_568649/status/1621879542905438209,もうスシローの件もそうだけど、営業妨害ってことで刑事犯罪にしちゃえばいいと思う。,RMO_568649,九龍 蓮(ｸｰﾛﾝ·ﾚﾝ)RMO！！,1.0,2.0,23.0,-13,True
2023-02-04 14:33:30+00:00,1621879625222860801,https://x.com/norikichishio/status/1621879625222860801,"【スシロー問題】ひろゆき氏「裏では殺人事件とか起きてるのに… なんでそこにこだわるの？」「日本人のモラルってすげぇな」 
sn-jp.com/archives/112470 
@sharenewsjapan1
より●PR→ 
amazon.co.jp/s?me=A3QVGOHAZ
… #ファッション #メンズファッション
●PR→
store.shopping.yahoo.co.jp/salt/  #メンズファッション",norikichishio,norikichishio,0.0,0.0,0.0,-15,True
2023-02-04 14:33:53+00:00,1621879722639781888,https://x.com/mzmr_/status/1621879722639781888,モラルを武器に他人を責めれるほど立派に生きれていないけれど、シンプルに駅前のスシローが無くなったら嫌なので来週はスシローを食べに行く,mzmr_,マツムラタダトシ,0.0,1.0,13.0,-8,True
2023-02-04 14:33:59+00:00,1621879746656337920,https://x.com/tmtcoffee/status/1621879746656337920,ひき逃げ上級国民と比べたら微罪だと思うな。2人殺して禁錮5年、では醤油ペロペロ罪はどうか？,tmtcoffee,SYUZI,0.0,0.0,1.0,-14,True
2023-02-04 14:34:03+00:00,1621879763567788034,https://x.com/kusa11621891/status/1621879763567788034,"自殺するかも？スシロー事件の高校生の母親！責任と賠償金をどうするのか？憔悴して謝罪。 / 
geikuchi.com/archives/131057

#芸能ニュース
#トレンド",kusa11621891,おひまねた★本日の話題ニュースを提供,0.0,0.0,0.0,-17,True
2023-02-04 14:34:51+00:00,1621879965724848130,https://x.com/kougaseimu/status/1621879965724848130,"知人に連れられてスシロー行ったけど普通に混んでた。知人曰くそれでも普通の土日に比べたら少し空いてるらしいけど
田舎なのでね
休日と平日の客入りの差は普段から激しいのよね",kougaseimu,たかや@行くぜ11/29柏,0.0,0.0,0.0,-15,True
2023-02-04 14:35:15+00:00,1621880064496508929,https://x.com/amaterasu___non/status/1621880064496508929,顔キモ過ぎてスシロー入店した瞬間170億の損害賠償命じられた,amaterasu___non,モルカー大好き,0.0,0.0,5.0,-8,True
2023-02-04 14:35:53+00:00,1621880226405056512,https://x.com/yassn_96fam/status/1621880226405056512,"スシローから大々的に始まった炎上のおかげで関連ツイめっちゃTL出てきて邪魔
自分じゃ1度も開いてないのに○○さんがいいねしましたとかって流れるのやめて欲しい",yassn_96fam,やっすん@それでも釣りに行く,0.0,0.0,6.0,-19,True
2023-02-04 14:36:26+00:00,1621880362602475521,https://x.com/totsuzen_P_com/status/1621880362602475521,スシローのインターホンはまじで懐かしすぎる,totsuzen_P_com,突然ＰＯＥＭドットコム,0.0,0.0,0.0,-2,True
2023-02-04 14:36:41+00:00,1621880426070687750,https://x.com/TAKEMING1991/status/1621880426070687750,"ミスではなく、悪意に満ちあふれた故意だろう。そんなことも分からないバカが慶應の先生とは、驚きを禁じ得ない。

若新雄純氏、スシロー問題“袋叩き”の風潮に私見「あなたは過去にミスをしたことがないと言えるのか?」(スポニチアネックス)
#Yahooニュース
news.yahoo.co.jp/articles/5d8b0
…",TAKEMING1991,TAKEPONG,0.0,0.0,10.0,-23,True
2023-02-04 14:37:39+00:00,1621880671986941957,https://x.com/suika_0811/status/1621880671986941957,決めた明日はスシロー,suika_0811,yuta,0.0,0.0,1.0,-2,True
2023-02-04 14:38:18+00:00,1621880832255488001,https://x.com/Nico_Nuts714/status/1621880832255488001,ラーメン食べたあとにスシローで持ち帰りしてきたのアホすぎて神,Nico_Nuts714,ここ,0.0,0.0,5.0,-3,True
