method,cv_accuracy_mean,cv_accuracy_std,cv_f1_mean,cv_f1_std,cv_roc_auc_mean,cv_roc_auc_std,n_features,n_samples,method_key,features_used
Stance あり,0.921523003701745,0.019267080913907827,0.9182196871489069,0.02177010396322697,0.9729795352063821,0.02020234184943297,15,306,with_stance,"['volume', 'delta_volume', 'negative_rate', 'delta_negative_rate', 'stance_favor_rate', 'stance_against_rate', 'stance_neutral_rate', 'flame_score', 'against_count', 'negative_rate_log', 'volume_log', 'sentiment_polarity', 'is_high_volume', 'is_high_negative', 'is_both_high']"
Stance なし,0.921523003701745,0.026338457817067576,0.9176087848932678,0.029536853945636703,0.9711377037807839,0.025156055783727323,10,306,without_stance,"['volume', 'delta_volume', 'negative_rate', 'delta_negative_rate', 'flame_score', 'negative_rate_log', 'volume_log', 'is_high_volume', 'is_high_negative', 'is_both_high']"
