method,cv_accuracy_mean,cv_accuracy_std,cv_f1_mean,cv_f1_std,cv_roc_auc_mean,cv_roc_auc_std,n_features,n_samples,method_key,features_used
BERT のみ,0.903030303030303,0.031198879215112118,0.9116334525177509,0.029613121381250777,0.9726001863932898,0.01492718183639091,15,330,bert_only,"['volume', 'delta_volume', 'negative_rate', 'delta_negative_rate', 'stance_favor_rate', 'stance_against_rate', 'stance_neutral_rate', 'flame_score', 'against_count', 'negative_rate_log', 'volume_log', 'sentiment_polarity', 'is_high_volume', 'is_high_negative', 'is_both_high']"
辞書ベース のみ,0.7969696969696971,0.039042723414318574,0.825848694684311,0.033453665624756976,0.8288909599254428,0.02425871252287984,15,330,dict_only,"['volume', 'delta_volume', 'dict_negative_rate', 'delta_dict_negative_rate', 'stance_favor_rate', 'stance_against_rate', 'stance_neutral_rate', 'dict_flame_score', 'against_count', 'dict_negative_rate_log', 'volume_log', 'sentiment_polarity', 'is_high_volume', 'is_dict_high_negative', 'is_both_dict_high']"
BERT + 辞書,0.9090909090909092,0.03319530651546462,0.9168637677925604,0.030849222194232435,0.9733457595526561,0.015668127257161293,21,330,bert_and_dict,"['volume', 'delta_volume', 'negative_rate', 'delta_negative_rate', 'flame_score', 'negative_rate_log', 'is_high_negative', 'dict_negative_rate', 'delta_dict_negative_rate', 'dict_flame_score', 'dict_negative_rate_log', 'is_dict_high_negative', 'stance_favor_rate', 'stance_against_rate', 'stance_neutral_rate', 'against_count', 'volume_log', 'sentiment_polarity', 'is_high_volume', 'is_both_high', 'is_both_dict_high']"
