method,cv_accuracy_mean,cv_accuracy_std,cv_f1_mean,cv_f1_std,cv_roc_auc_mean,cv_roc_auc_std,n_features,n_samples,method_key,features_used
BERT のみ,0.921523003701745,0.019267080913907827,0.9182196871489069,0.02177010396322697,0.9729795352063821,0.02020234184943297,15,306,bert_only,"['volume', 'delta_volume', 'negative_rate', 'delta_negative_rate', 'stance_favor_rate', 'stance_against_rate', 'stance_neutral_rate', 'flame_score', 'against_count', 'negative_rate_log', 'volume_log', 'sentiment_polarity', 'is_high_volume', 'is_high_negative', 'is_both_high']"
辞書ベース のみ,0.8755684822845057,0.04731264232865022,0.8681823707947822,0.054881680535369536,0.9379327089836975,0.03321998744898634,15,306,dict_only,"['volume', 'delta_volume', 'dict_negative_rate', 'delta_dict_negative_rate', 'stance_favor_rate', 'stance_against_rate', 'stance_neutral_rate', 'dict_flame_score', 'against_count', 'dict_negative_rate_log', 'volume_log', 'sentiment_polarity', 'is_high_volume', 'is_dict_high_negative', 'is_both_dict_high']"
BERT + 辞書,0.9182443151771549,0.02333675754620071,0.9143479388125486,0.02648933685032732,0.97125216788068,0.020252321836863825,21,306,bert_and_dict,"['volume', 'delta_volume', 'negative_rate', 'delta_negative_rate', 'flame_score', 'negative_rate_log', 'is_high_negative', 'dict_negative_rate', 'delta_dict_negative_rate', 'dict_flame_score', 'dict_negative_rate_log', 'is_dict_high_negative', 'stance_favor_rate', 'stance_against_rate', 'stance_neutral_rate', 'against_count', 'volume_log', 'sentiment_polarity', 'is_high_volume', 'is_both_high', 'is_both_dict_high']"
